time,company_id,device_id,motor_temp,motor_speed_act,motor_speed_actual,bearing_temp,rear_bearing_temp,bearing_accel_value,bearing_freq_value,bearing_accel_peak,bearing_accel_value2,bearing_freq_value2,bearing_temp_value,motor_bearing_front_temp,motor_bearing_front_freq,motor_bearing_front_accel,motor_bearing_front_accel_peak,motor_bearing_rear_temp,motor_bearing_rear_freq,motor_bearing_rear_accel,motor_bearing_rear_accel_peak,operation_status,current_ratio,quick_ratio,equity_multiplier,company_size,debt_to_asset_ratio,roa,roe,asset_turnover,cash_flow_ratio,revenue_growth_rate
18FEB24:00:00:00,3,3,73.27,1273.54,1144.56,85.53,85.73,0.74,52.35,0.35,0.81,65.88,91.63,89.77,63,0.57,0.34,92,57.46,0.58,0.46,Warnin,1.41,1.21,2.75,481.4,0.31,0.06,0.03,0.92,0.84,0.08
18FEB24:00:00:00,3,2,65.86,1342.47,1182.79,85.12,89.27,0.73,30.06,0.36,0.9,63.75,89.46,87.78,48.12,0.36,0.43,91.16,51.15,0.58,0.54,Fault,1.41,1.21,2.75,481.4,0.31,0.06,0.03,0.92,0.84,0.08
18FEB24:00:00:00,3,1,64.23,1272.68,1105.11,87.97,85.21,0.62,49.46,0.39,0.77,88.68,91.05,74.26,49.58,0.5,0.25,86.46,61.47,0.79,0.49,Fault,1.41,1.21,2.75,481.4,0.31,0.06,0.03,0.92,0.84,0.08
02MAR24:12:00:00,3,5,63.24,1400.11,1370.87,97.21,83.27,0.78,46.44,0.36,0.99,63.72,86.1,83.73,72.47,0.58,0.34,91.99,44.1,0.82,0.48,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:12:00:00,3,4,61.97,1288.27,1241.01,78.79,89.33,0.81,43.25,0.4,0.89,39.31,80.39,88.67,44.75,0.62,0.36,86.61,45.26,0.77,0.47,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:12:00:00,3,3,57.11,1186.77,976.86,90.58,91.18,0.72,44.31,0.37,0.82,37.29,80.54,83.08,54.91,0.54,0.34,93.26,34.42,0.76,0.51,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:12:00:00,3,2,59.12,1126.03,1199.81,87.7,90.56,0.83,58.13,0.44,0.91,69.11,79.87,82.78,45.41,0.71,0.43,93.09,39.06,0.63,0.41,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:12:00:00,3,1,77.11,1345.29,1430.92,96.24,95.04,0.95,61.77,0.41,0.78,58.9,80.45,87.85,60.42,0.62,0.43,83.34,55.49,0.68,0.58,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:00:00:00,3,6,70.62,1107.07,1176.68,87.16,84.81,0.77,44.16,0.37,0.74,47.44,85.16,84.19,68.15,0.56,0.33,91.09,89.17,0.74,0.49,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:00:00:00,3,5,49.77,1401.42,1249.28,83.65,102.91,0.79,53.91,0.45,0.84,64.77,82.62,79.47,68.28,0.68,0.45,81.67,51.72,0.59,0.5,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:00:00:00,3,4,47.1,1143.26,1132.94,74.35,80.47,0.68,49.76,0.36,0.8,65.4,82.67,83.27,49.53,0.54,0.44,95.57,66.14,0.82,0.51,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:00:00:00,3,3,90.08,1009.64,1228.64,89.7,93.56,0.95,51.2,0.36,0.73,30.03,83.08,80.12,47.84,0.65,0.45,90.76,44.92,0.55,0.59,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:00:00:00,3,2,58.06,1048.13,1173.99,86.72,89.48,0.67,52.33,0.39,0.83,50.43,84.47,91.83,49.37,0.67,0.44,81.83,58.15,0.97,0.44,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:00:00:00,3,1,70.61,1146.36,1190.23,81.57,91.83,0.85,37.16,0.41,0.86,54.98,83.01,88.81,69.09,0.57,0.41,90.66,30.68,0.72,0.41,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:12:00:00,3,6,58.35,1122,1161.59,87.68,94.88,0.82,51.83,0.39,0.84,56.93,96.24,89.22,54.76,0.62,0.45,91.57,52.13,0.66,0.52,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:12:00:00,3,5,70.36,1156.86,1058.68,78.8,89.27,0.93,58.08,0.34,0.99,51.33,87.7,85.54,64.98,0.68,0.47,84.97,66.4,0.87,0.52,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:12:00:00,3,4,73.56,1127.44,1376.3,78.25,91.9,0.83,26.57,0.34,0.78,54.98,80.3,84.47,59.41,0.8,0.3,77.97,67.49,0.79,0.45,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:12:00:00,3,3,72.25,1123.51,1231.2,90.14,96.35,0.78,44.33,0.36,0.7,54.29,82.31,82.73,31.61,0.53,0.41,91.88,57.55,0.77,0.44,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:12:00:00,3,2,69.92,944.82,1188.62,87.65,92.26,1.06,42.36,0.39,0.75,68.06,92.82,88.39,52.72,0.61,0.41,93.73,63.27,0.79,0.51,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:12:00:00,3,1,75.86,1053.08,1167.38,78.61,90.99,0.89,45.25,0.42,0.73,64.98,86.38,88.14,61.99,0.5,0.35,90.49,65.52,0.73,0.59,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:00:00:00,3,6,74.66,1107.27,1045.94,86.3,91.66,0.7,55.35,0.37,0.94,26.57,85.77,83.32,32.91,0.46,0.39,91.89,60.9,0.72,0.49,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:00:00:00,3,5,59.2,1021.55,1205.12,89.59,84.83,0.64,61.05,0.36,0.86,48.12,88.6,95.57,20.02,0.73,0.39,86.52,41.43,0.83,0.5,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:00:00:00,3,4,89.3,1132.71,1464.03,83.47,89.46,0.86,63.31,0.37,0.83,56.68,83.75,80.85,37.79,0.58,0.42,82.79,64.53,0.81,0.47,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:00:00:00,3,3,65.79,1164.87,999.49,86.23,90.27,0.69,59.4,0.34,0.72,66.18,87.76,76.51,37.66,0.76,0.46,83.75,61.52,0.67,0.55,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:00:00:00,3,2,69.1,1143.62,1094.9,90.63,95.84,0.79,43.02,0.35,0.89,60.32,73.05,95.78,47.36,0.46,0.38,82.96,73.62,0.89,0.47,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
01MAR24:00:00:00,3,1,66.05,1145.36,1014,95.17,85.98,0.83,58.88,0.4,0.59,68.35,88.31,87.71,41.05,0.72,0.34,81.17,67.32,0.67,0.58,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:12:00:00,3,6,77.55,1219.17,1181.6,84.94,88.17,0.86,39.3,0.48,0.89,54.83,82.53,79.98,46.14,0.7,0.38,92.26,49.22,0.76,0.54,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:12:00:00,3,5,95.66,1165.08,1316.25,92.06,90,0.67,40.46,0.38,0.78,26.87,83.36,85.32,55.48,0.63,0.48,87.52,58.57,0.57,0.53,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:12:00:00,3,4,82.86,1275.09,1172.77,90.36,90.78,0.72,50.42,0.48,0.92,53.6,72.78,91.56,61.38,0.33,0.41,94.24,60.25,0.79,0.5,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:12:00:00,3,3,60.19,1327.24,1252.16,85.09,91.92,1.05,37.06,0.44,0.88,64.81,75.86,77.83,28.35,0.55,0.28,88.32,52.05,0.7,0.49,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:12:00:00,3,2,69.49,1121.5,1338.84,91.29,97.56,0.76,65.93,0.41,0.78,38.49,85.13,86.7,56.09,0.54,0.41,93.93,63.94,0.72,0.48,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:12:00:00,3,1,64.24,993.45,1198.99,78.21,92.08,0.85,32.95,0.4,0.8,69.78,86.99,82.75,47.95,0.66,0.31,88.73,54.7,0.77,0.5,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:00:00:00,3,6,58.48,1275.15,1162.87,83.18,87.95,0.75,44.73,0.48,0.96,63.32,83.84,77.88,55.28,0.67,0.44,83.37,24.7,0.72,0.52,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:00:00:00,3,5,82.34,1325.62,1121.51,85.45,87.66,1.03,52.67,0.49,0.75,61.2,85.61,87.6,51.66,0.68,0.34,91.24,61.02,0.73,0.55,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:00:00:00,3,4,65.26,1232.19,1088.75,86.63,84.35,0.69,43.37,0.35,0.68,67.91,79.62,87.2,48.98,0.62,0.4,92.43,68.32,0.64,0.44,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:00:00:00,3,3,84.42,996.42,1078.62,93.45,96.96,0.63,47.12,0.51,0.95,51.71,97.45,77.93,70.08,0.59,0.37,90.14,57.65,0.68,0.51,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:00:00:00,3,2,82.83,1323.15,1214.65,88.97,92.71,0.83,65.5,0.4,0.67,40.31,81.42,90.34,46.22,0.74,0.48,88.38,28.44,0.59,0.51,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
29FEB24:00:00:00,3,1,58.15,1044.16,1139.32,82.35,87.05,0.81,53.21,0.42,0.72,53.78,87.77,87.32,57.27,0.59,0.37,85.31,67.29,0.53,0.44,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:12:00:00,3,6,88.94,1252.14,1246.26,76.1,91.47,0.98,38.57,0.39,0.76,36.38,79.14,87.78,40.25,0.36,0.34,93.04,65.01,0.68,0.55,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:12:00:00,3,5,63.45,1362.86,1151.7,87.14,84.58,0.68,45.62,0.36,0.97,57.92,85.11,86.89,56.66,0.65,0.45,99.18,48.6,0.63,0.58,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:12:00:00,3,4,53.48,1223.21,1108.31,88.88,95.92,0.93,51.72,0.36,0.77,51.45,87.43,87.51,68.54,0.68,0.52,92.21,50.28,0.66,0.54,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:12:00:00,3,3,61.98,1096.58,1288.08,75.42,82.88,0.96,51.22,0.42,0.73,57.94,82.17,78.91,49.21,0.5,0.4,85.61,55.48,0.62,0.45,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:12:00:00,3,2,91.44,1158.8,1256.54,81.82,91.92,0.76,51.98,0.4,0.79,60.02,92.16,77.65,62.16,0.64,0.43,100.35,52.81,0.65,0.51,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:12:00:00,3,1,74.34,1086.65,890.42,87.22,88.86,1.01,44.2,0.37,0.87,60.35,83.43,86.35,55.86,0.51,0.44,95.34,64.07,0.84,0.42,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:00:00:00,3,6,71.1,1074.83,1069.47,86.51,97.31,0.69,61.94,0.35,0.83,61.59,82.05,83.57,62.44,0.51,0.37,80.92,37.62,0.9,0.47,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:00:00:00,3,5,67.49,1179.48,1216.88,84.06,100.34,0.88,37.91,0.39,0.79,51.71,84.02,85,50.66,0.55,0.45,84.99,53.82,0.83,0.42,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:00:00:00,3,4,73.64,1144.45,1141.59,87.78,86.63,0.84,50.64,0.32,0.88,41.45,79.08,89.27,49.65,0.6,0.37,79.12,36.49,0.97,0.56,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:00:00:00,3,3,75.15,1064.27,1251.02,87.56,92.56,0.69,34.6,0.4,0.98,57.48,75.22,87.68,62.24,0.45,0.41,89.71,39.03,0.66,0.53,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:00:00:00,3,2,68.91,1150.85,1113.94,76.93,94.98,0.68,34.74,0.36,0.85,55.99,81.62,84.58,50.99,0.55,0.51,99.62,82.42,0.87,0.45,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
28FEB24:00:00:00,3,1,63.04,1283.92,934.04,80.63,84.91,0.54,47.96,0.48,0.59,43.42,76.29,86.31,43.35,0.56,0.44,96.91,42.24,0.61,0.47,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:12:00:00,3,6,66.36,959.61,1010.86,81.96,85.85,0.54,49.12,0.38,0.77,51.72,83.64,95.14,70.79,0.64,0.37,91.58,47.5,0.73,0.46,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:12:00:00,3,5,53.68,1182.47,1202.8,89,99.48,0.86,43.9,0.35,0.85,40.37,96.35,90.38,47.72,0.56,0.5,86.4,68.8,0.67,0.52,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:12:00:00,3,4,71.47,1332.39,1214.2,86.1,90.44,0.85,48.82,0.38,0.69,57.72,88.11,82.81,48.24,0.41,0.36,87.02,55.08,0.71,0.48,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:12:00:00,3,3,75.52,1222.08,1317.05,89.97,83.76,0.83,42.09,0.35,0.98,55.57,84.1,87.92,52.77,0.66,0.44,82.37,46.91,0.45,0.5,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:12:00:00,3,2,64.48,1197.07,1087.28,88.57,87.59,0.79,36.39,0.43,0.95,55.91,94.11,82.6,49.09,0.47,0.4,94.07,55.87,0.72,0.49,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:12:00:00,3,1,64.54,1308.63,1146.68,86.53,97.89,0.87,39.39,0.37,0.83,68.08,89.45,87.46,35.6,0.39,0.38,88.61,33.77,0.63,0.47,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:00:00:00,3,6,75.05,1114.27,1242.89,79.26,88.27,0.73,33.45,0.48,0.67,54.26,89.28,89.14,57.9,0.73,0.36,90.8,47.48,0.59,0.46,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:00:00:00,3,5,71.96,1390.65,1038.09,84.79,87.08,0.82,42.77,0.37,0.76,94.52,88.13,90.45,65.04,0.62,0.43,90.56,66.57,0.55,0.48,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:00:00:00,3,4,71.39,1150.04,1321.74,82.78,85.51,0.85,45.64,0.4,0.59,56.24,94.3,85.86,70.75,0.79,0.38,82.47,50.8,0.68,0.51,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:00:00:00,3,3,75.76,1088.65,1069.07,79.78,85.5,0.59,49.75,0.34,0.66,43.21,82.87,87.2,39.38,0.73,0.46,96.29,60.49,0.84,0.51,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:00:00:00,3,2,53.88,1283.95,1375,91.23,89.49,0.8,54.61,0.35,0.68,51.26,100.43,84.64,58.31,0.61,0.35,76.16,47.66,0.75,0.45,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
27FEB24:00:00:00,3,1,73.86,1229.35,1181.9,85.13,85.13,0.75,47.05,0.37,0.79,45.63,79.35,80.6,62.79,0.64,0.37,91.36,49.14,0.79,0.52,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:12:00:00,3,6,62.77,1268.32,1195.4,84.39,89.01,0.83,52.83,0.39,0.67,38.95,90.34,88.91,31.71,0.43,0.39,96.34,89.46,0.64,0.43,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:12:00:00,3,5,89.58,1326.95,1229.65,90.24,97.73,0.76,51.03,0.34,0.98,55.97,87.59,83.47,49.05,0.51,0.37,86.96,62.29,0.75,0.62,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:12:00:00,3,4,80.88,1270.62,972.97,90.72,82.16,0.79,47.78,0.43,0.9,42.97,87.44,80.76,38.77,0.62,0.51,86.48,46.12,0.66,0.39,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:12:00:00,3,3,64.31,1197.07,973.3,89.78,93.14,0.91,36.32,0.35,0.75,53.93,79.45,88.33,24.16,0.62,0.37,89.52,52.43,0.79,0.48,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:12:00:00,3,2,64.96,1322.44,1265.72,88.88,86.69,0.81,51.81,0.29,0.93,66.75,79.06,87.45,55.53,0.62,0.32,86.51,67.49,0.98,0.5,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:12:00:00,3,1,88.22,1204.74,1332.02,82.59,89.05,0.71,33.01,0.45,0.8,62.87,83.79,86.07,39.54,0.59,0.49,89.19,58.96,0.77,0.58,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:00:00:00,3,6,69.63,1301.26,1079.21,80.18,90.06,0.85,44.41,0.32,0.81,53.43,91.99,90.99,46.91,0.59,0.46,91.14,42.54,0.65,0.5,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:00:00:00,3,5,59.67,1157.47,1124.03,77.64,88.11,0.82,41.99,0.34,0.68,58.64,89.86,88.69,36.95,0.63,0.27,86.86,48.03,0.63,0.53,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:00:00:00,3,4,62.42,1257.18,1346.61,92.58,86.17,0.81,50.53,0.39,0.82,64.85,86.76,82.71,22.02,0.56,0.44,92.66,56.12,0.58,0.5,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:00:00:00,3,3,88.01,1392.08,1119.11,80.02,97.57,0.74,55.44,0.37,0.9,76.14,83.78,83.36,43.96,0.62,0.46,88.67,44.36,0.68,0.46,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:00:00:00,3,2,85.85,1197.33,1129.2,82.19,87.8,0.66,41,0.41,0.74,35.88,83.33,82.71,63.14,0.63,0.41,85.16,74.59,0.39,0.52,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
26FEB24:00:00:00,3,1,94.27,1152.5,1296.61,77.96,85.64,0.81,41.65,0.35,0.67,57.58,80.74,81.54,42.88,0.59,0.4,91.45,51.77,0.68,0.49,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:12:00:00,3,6,50.85,1224.41,1160.65,76.33,92.01,0.95,46.03,0.43,0.92,48.57,88.18,84.7,47.76,0.73,0.33,93.98,57.37,0.75,0.6,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:12:00:00,3,5,58.37,1230.32,1074.31,83.58,91.85,0.86,48.79,0.36,0.6,63.24,91.49,78.03,46.51,0.63,0.33,98.8,51.27,0.78,0.47,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:12:00:00,3,4,58.69,1053.8,1318.13,82.21,92.26,0.83,55.35,0.38,0.9,58.16,78.53,89.1,37.21,0.7,0.35,78.9,58.23,0.79,0.54,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:12:00:00,3,3,70.18,1012.56,1284.86,88.07,85.45,0.83,34.61,0.44,0.83,40.04,81.06,83.05,45.34,0.9,0.4,92.23,65.22,0.7,0.54,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:12:00:00,3,2,66.62,1101.08,1132.86,86.67,90.42,0.97,55.06,0.39,0.79,56.09,86.11,79.12,48.24,0.59,0.36,87.26,56.26,0.63,0.52,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:12:00:00,3,1,67.79,1186.48,1079.25,78.22,94.43,0.79,41.04,0.48,0.83,84.72,76.55,84.11,16.9,0.65,0.39,94.02,54.8,0.69,0.46,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:00:00:00,3,6,63.79,1228.16,1213.84,80.96,92.09,0.74,40.31,0.33,0.64,72.84,86.45,80.02,40.15,0.56,0.48,92.61,55.54,0.66,0.53,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:00:00:00,3,5,81.4,1251.89,1285.04,86.22,85.74,0.66,57.2,0.36,0.86,55.4,95.59,82.76,50.49,0.37,0.43,87.96,60.95,0.63,0.52,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:00:00:00,3,4,79.56,1259.93,1249.53,85.93,81.94,0.68,67.58,0.45,0.94,59.97,96.55,82.55,60.49,0.52,0.32,94,77.28,0.67,0.48,Warnin,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:00:00:00,3,3,65.53,1132.91,1166.71,95.94,94.25,0.63,30.14,0.41,0.56,57.29,85.11,81.64,43.01,0.66,0.32,84.24,53.93,0.79,0.47,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:00:00:00,3,2,55.55,1157.24,1083.25,81.62,92.4,0.78,50.67,0.41,1.01,75.07,84.03,86.1,41.99,0.58,0.36,76.64,69.67,0.58,0.52,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
25FEB24:00:00:00,3,1,54.42,1219.67,1118.25,82.96,83.79,0.73,50.55,0.39,0.7,57.2,82.44,77.72,35.97,0.6,0.39,87.92,74.34,0.59,0.46,Normal,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
02MAR24:12:00:00,3,6,62.01,1229.72,1051.12,85.24,93.71,0.72,67.89,0.37,0.83,40.26,89.81,86.1,57.32,0.56,0.35,87.53,40.93,0.53,0.54,Fault,1.62,1.28,2.58,445.96,0.42,0.05,0.11,0.73,0.71,0.05
06MAR24:12:00:00,3,6,50.65,1291.85,1206.97,83.67,94.3,0.79,49.29,0.39,0.87,69.48,80.96,88.16,59.92,0.62,0.33,93.1,48.45,0.81,0.55,Fault,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:12:00:00,3,5,55.03,1016.67,1313.94,89.67,87.31,0.83,61.44,0.38,0.89,50.81,83.21,82.47,62.69,0.59,0.38,89.2,56.76,0.69,0.56,Fault,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:12:00:00,3,4,76.62,1053.33,1306.98,81.93,86.56,0.83,36.89,0.43,0.87,53.09,84.6,82.49,51.28,0.48,0.44,87.2,56.16,0.77,0.48,Warnin,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:12:00:00,3,3,69.72,1161.97,1035.36,78.83,89.45,0.8,51.23,0.41,0.86,46.17,87.52,76.52,48.81,0.74,0.44,97.36,30,0.75,0.52,Normal,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:12:00:00,3,2,49.74,1095.56,1121.83,81.92,98.08,0.64,53.68,0.39,0.66,60.29,84.1,89.57,54.73,0.66,0.42,92.93,74.71,0.72,0.56,Fault,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:12:00:00,3,1,59.43,1279.57,1172.73,83.23,92.47,0.82,36.41,0.53,0.74,53.94,77.68,83.99,44.95,0.59,0.34,95.23,46.24,0.62,0.48,Fault,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:00:00:00,3,6,65.99,1286.76,1063.58,83.47,93.84,0.75,41.09,0.4,0.87,60.73,76.53,78.77,69.37,0.46,0.29,86.25,62.05,0.71,0.5,Fault,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:00:00:00,3,5,74.8,1237.47,1170.57,83.83,85.02,0.71,38.18,0.44,0.87,33.27,78.65,84.78,41.22,0.58,0.37,84.03,63.38,0.73,0.46,Warnin,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:00:00:00,3,4,72.01,1207.36,1160.84,92.08,95.44,0.77,53.82,0.46,1.02,63.77,81.55,93.64,46.26,0.66,0.29,92.75,35.99,0.69,0.53,Warnin,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:00:00:00,3,3,75.85,1271.19,1194.86,88.3,88.18,0.76,47.18,0.43,0.84,43.55,81.82,92.56,53.87,0.56,0.37,81.06,57.63,0.79,0.42,Warnin,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:00:00:00,3,2,49.57,1265.96,1145.91,77.67,84.31,0.76,34.83,0.39,0.91,42.05,76.01,80.67,57.99,0.54,0.39,90.63,62.92,0.73,0.42,Normal,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
09MAR24:00:00:00,3,1,65.73,1170.99,1021.1,85.1,91.95,0.87,40.58,0.47,0.84,63.64,83.62,81.81,57.83,0.75,0.34,82.18,60.73,0.59,0.55,Fault,1.18,1.3,2.23,539.76,0.39,0,0.15,0.68,0.92,0.05
